"No.","Time","Source","Destination","Protocol","Length","Info"
"2783","225.850569","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=169923 Win=65536 Len=0"
"2784","225.875209","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=111291 Win=65536 Len=0"
"2785","225.876537","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=825715 Win=65536 Len=0"
"2786","225.876590","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=172843 Win=65536 Len=0"
"2787","225.882063","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=568952 Win=65536 Len=0"
"2788","225.882119","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=175763 Win=65536 Len=0"
"2789","225.882149","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=828635 Win=65536 Len=0"
"2790","225.882175","192.168.1.66","54.192.89.15","TCP","54","26771  >  443 [ACK] Seq=3454 Ack=151114 Win=65280 Len=0"
"2791","225.885226","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=114211 Win=65536 Len=0"
"2792","225.885309","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=177223 Win=65536 Len=0"
"2793","225.910424","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=571872 Win=65536 Len=0"
"2794","225.911775","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=181603 Win=65536 Len=0"
"2795","225.917594","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=831555 Win=65536 Len=0"
"2796","225.917652","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=183063 Win=65536 Len=0"
"2797","225.918963","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=117131 Win=65536 Len=0"
"2798","225.924260","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=574792 Win=65536 Len=0"
"2799","225.924326","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=834475 Win=65536 Len=0"
"2800","225.924364","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=185983 Win=65536 Len=0"
"2801","225.943295","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=190363 Win=65536 Len=0"
"2802","225.948636","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=577712 Win=65536 Len=0"
"2803","225.948694","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=837395 Win=65536 Len=0"
"2804","225.952183","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=120051 Win=65536 Len=0"
"2805","225.952250","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=193283 Win=65536 Len=0"
"2806","225.957194","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=197663 Win=65536 Len=0"
"2807","225.957248","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=840315 Win=65536 Len=0"
"2808","225.982339","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=580632 Win=65536 Len=0"
"2809","225.983702","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=200583 Win=65536 Len=0"
"2810","225.990089","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=122971 Win=65536 Len=0"
"2811","225.990171","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=203503 Win=65536 Len=0"
"2812","225.990198","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=843235 Win=65536 Len=0"
"2813","225.995790","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=583552 Win=65536 Len=0"
"2814","225.995844","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=206423 Win=65536 Len=0"
"2815","226.010180","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=125891 Win=65536 Len=0"
"2816","226.012325","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=209343 Win=65536 Len=0"
"2817","226.012651","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=846155 Win=65536 Len=0"
"2818","226.022790","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=213723 Win=65536 Len=0"
"2819","226.022856","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=586472 Win=65536 Len=0"
"2820","226.026725","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=215183 Win=65536 Len=0"
"2821","226.026795","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=849075 Win=65536 Len=0"
"2822","226.026824","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=128811 Win=65536 Len=0"
"2823","226.057373","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=218103 Win=65536 Len=0"
"2824","226.061858","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=589392 Win=65536 Len=0"
"2825","226.061914","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=221023 Win=65536 Len=0"
"2826","226.065150","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=851995 Win=65536 Len=0"
"2827","226.067557","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=223943 Win=65536 Len=0"
"2828","226.067607","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=131731 Win=65536 Len=0"
"2829","226.071929","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=226863 Win=65536 Len=0"
"2830","226.071974","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=854915 Win=65536 Len=0"
"2831","226.088866","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=134651 Win=65536 Len=0"
"2832","226.090982","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=229783 Win=65536 Len=0"
"2833","226.091372","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=857835 Win=65536 Len=0"
"2834","226.097083","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=592312 Win=65536 Len=0"
"2835","226.097139","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=232703 Win=65536 Len=0"
"2836","226.097169","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=860755 Win=65536 Len=0"
"2837","226.100409","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=235623 Win=65536 Len=0"
"2838","226.100470","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=137571 Win=65536 Len=0"
"2839","226.102237","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=598152 Win=65536 Len=0"
"2840","226.102296","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=245843 Win=65536 Len=0"
"2841","226.102343","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=866595 Win=65536 Len=0"
"2842","226.102373","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=140491 Win=65536 Len=0"
"2843","226.104646","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=250223 Win=65536 Len=0"
"2844","226.104701","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=143411 Win=65536 Len=0"
"2845","226.104733","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=601072 Win=65536 Len=0"
"2846","226.104759","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=869515 Win=65536 Len=0"
"2847","226.106730","192.168.1.66","54.192.89.15","TCP","54","26776  >  443 [ACK] Seq=1631 Ack=253864 Win=65536 Len=0"
"2848","226.106788","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=146331 Win=65536 Len=0"
"2849","226.106819","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=872435 Win=65536 Len=0"
"2850","226.106850","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=605452 Win=65536 Len=0"
"2851","226.109144","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=609832 Win=65536 Len=0"
"2852","226.109226","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=150711 Win=65536 Len=0"
"2853","226.109267","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=17269 Ack=874187 Win=65536 Len=0"
"2854","226.109575","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=155091 Win=65536 Len=0"
"2855","226.109618","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=612752 Win=65536 Len=0"
"2856","226.111967","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=160931 Win=65536 Len=0"
"2857","226.112019","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=615672 Win=65536 Len=0"
"2858","226.141332","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=163851 Win=65536 Len=0"
"2859","226.143615","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=618592 Win=65536 Len=0"
"2860","226.154113","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=166771 Win=65536 Len=0"
"2861","226.157783","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=621512 Win=65536 Len=0"
"2862","226.163268","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=169691 Win=65536 Len=0"
"2863","226.166138","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=23658 Ack=17403 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2864","226.166140","192.168.1.66","52.85.236.243","TLSv1.2","254","Application Data"
"2865","226.166533","192.168.1.66","52.85.236.243","TCP","1514","26748  >  443 [ACK] Seq=15912 Ack=181437 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2866","226.166534","192.168.1.66","52.85.236.243","TLSv1.2","340","Application Data"
"2867","226.168156","192.168.1.66","52.85.236.243","TCP","1514","26743  >  443 [ACK] Seq=9745 Ack=22822 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2868","226.168160","192.168.1.66","52.85.236.243","TLSv1.2","462","Application Data"
"2869","226.168503","192.168.1.66","72.21.207.136","TCP","1514","26775  >  443 [ACK] Seq=4267 Ack=763 Win=64768 Len=1460 [TCP segment of a reassembled PDU]"
"2870","226.168504","192.168.1.66","72.21.207.136","TLSv1.2","529","Application Data"
"2871","226.170476","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=624432 Win=65536 Len=0"
"2872","226.173500","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=172611 Win=65536 Len=0"
"2873","226.193009","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=627352 Win=65536 Len=0"
"2874","226.193108","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=175531 Win=65536 Len=0"
"2875","226.195840","192.168.1.66","52.85.236.243","TCP","1514","26774  >  443 [ACK] Seq=569 Ack=157 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2876","226.195842","192.168.1.66","52.85.236.243","TLSv1.2","356","Application Data"
"2877","226.202557","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=178451 Win=65536 Len=0"
"2878","226.202956","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=630272 Win=65536 Len=0"
"2879","226.212782","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=181371 Win=65536 Len=0"
"2880","226.213127","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=633192 Win=65536 Len=0"
"2881","226.213747","192.168.1.66","52.85.236.243","TCP","66","26781  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2882","226.216230","192.168.1.66","52.85.236.243","TCP","66","26782  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"2883","226.228079","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=184291 Win=65536 Len=0"
"2884","226.228676","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=636112 Win=65536 Len=0"
"2885","226.242942","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=187211 Win=65536 Len=0"
"2886","226.243246","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=190131 Win=65536 Len=0"
"2887","226.247215","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=639032 Win=65536 Len=0"
"2888","226.247541","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=193051 Win=65536 Len=0"
"2889","226.266613","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=641952 Win=65536 Len=0"
"2890","226.266697","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=197431 Win=65536 Len=0"
"2891","226.271373","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=201811 Win=65536 Len=0"
"2892","226.271447","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=644872 Win=65536 Len=0"
"2893","226.272714","192.168.1.66","52.85.236.243","TCP","54","26743  >  443 [ACK] Seq=11613 Ack=23987 Win=64512 Len=0"
"2894","226.275620","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=25318 Ack=17961 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2895","226.275622","192.168.1.66","52.85.236.243","TLSv1.2","511","Application Data"
"2896","226.275930","192.168.1.66","52.85.236.243","TCP","1514","26743  >  443 [ACK] Seq=11613 Ack=23987 Win=64512 Len=1460 [TCP segment of a reassembled PDU]"
"2897","226.275931","192.168.1.66","52.85.236.243","TLSv1.2","348","Application Data"
"2898","226.285519","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=58083 Ack=8018 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2899","226.285520","192.168.1.66","72.21.207.136","TLSv1.2","241","Application Data"
"2900","226.285709","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=59730 Ack=8018 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2901","226.285710","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=61190 Ack=8018 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2902","226.285712","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=62650 Ack=8018 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2903","226.285713","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=64110 Ack=8018 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2904","226.285714","192.168.1.66","72.21.207.136","TLSv1.2","1407","Application Data"
"2905","226.290720","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=647792 Win=65536 Len=0"
"2906","226.292827","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=204731 Win=65536 Len=0"
"2907","226.293152","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=207651 Win=65536 Len=0"
"2908","226.299379","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=650712 Win=65536 Len=0"
"2909","226.299600","192.168.1.66","52.85.236.243","TCP","54","26748  >  443 [ACK] Seq=17658 Ack=182739 Win=64256 Len=0"
"2910","226.299602","192.168.1.66","52.85.236.243","TLSv1.2","571","Client Hello"
"2911","226.299664","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=210571 Win=65536 Len=0"
"2912","226.299719","192.168.1.66","52.85.236.243","TCP","54","26782  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2913","226.300058","192.168.1.66","52.85.236.243","TLSv1.2","571","Client Hello"
"2914","226.319681","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=653632 Win=65536 Len=0"
"2915","226.320961","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=216411 Win=65536 Len=0"
"2916","226.327640","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=656552 Win=65536 Len=0"
"2917","226.327731","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=219331 Win=65536 Len=0"
"2918","226.333065","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=659472 Win=65536 Len=0"
"2919","226.333163","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=222251 Win=65536 Len=0"
"2920","226.333217","192.168.1.66","52.85.236.243","TCP","54","26774  >  443 [ACK] Seq=2331 Ack=1523 Win=65536 Len=0"
"2921","226.350948","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=3426 Ack=224927 Win=65536 Len=0"
"2922","226.353066","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=662392 Win=65536 Len=0"
"2923","226.353460","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=665312 Win=65536 Len=0"
"2924","226.357534","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=671152 Win=65536 Len=0"
"2925","226.367000","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=674072 Win=65536 Len=0"
"2926","226.367163","192.168.1.66","72.21.207.136","TCP","54","26775  >  443 [ACK] Seq=6202 Ack=1066 Win=64512 Len=0"
"2927","226.367372","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=676992 Win=65536 Len=0"
"2928","226.374134","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=679912 Win=65536 Len=0"
"2929","226.374263","192.168.1.66","52.85.236.243","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2930","226.376913","192.168.1.66","52.85.236.243","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2931","226.382060","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=682832 Win=65536 Len=0"
"2932","226.392411","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=685752 Win=65536 Len=0"
"2933","226.392483","192.168.1.66","52.85.236.243","TCP","54","26743  >  443 [ACK] Seq=13367 Ack=25132 Win=65536 Len=0"
"2934","226.397277","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=15390 Ack=687742 Win=65536 Len=0"
"2935","226.421873","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=27235 Ack=19291 Win=64256 Len=0"
"2936","226.444375","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=66923 Ack=8409 Win=65536 Len=0"
"2937","227.968915","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=66923 Ack=8409 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2938","227.968916","192.168.1.66","72.21.207.136","TLSv1.2","241","Application Data"
"2939","227.969134","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=68570 Ack=8409 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2940","227.969135","192.168.1.66","72.21.207.136","TLSv1.2","304","Application Data"
"2941","227.972213","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=27235 Ack=19291 Win=64256 Len=1460 [TCP segment of a reassembled PDU]"
"2942","227.972214","192.168.1.66","52.85.236.243","TLSv1.2","734","Application Data"
"2943","228.063245","192.168.1.66","72.21.207.136","TCP","54","26734  >  443 [ACK] Seq=70280 Ack=8800 Win=65280 Len=0"
"2944","228.079263","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=29375 Ack=20966 Win=65536 Len=0"
"2945","228.083832","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=29375 Ack=20966 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2946","228.083833","192.168.1.66","52.85.236.243","TLSv1.2","1031","Application Data"
"2947","228.228599","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=25346 Win=65536 Len=0"
"2948","228.230841","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=27785 Win=65536 Len=0"
"2949","228.231076","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=30168 Win=65536 Len=0"
"2950","228.232683","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=33088 Win=65536 Len=0"
"2951","228.237385","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=34892 Win=65536 Len=0"
"2952","228.246442","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=39282 Win=65536 Len=0"
"2953","228.251076","192.168.1.66","52.85.236.243","TCP","54","26747  >  443 [ACK] Seq=31812 Ack=40914 Win=65536 Len=0"
"2954","228.252846","192.168.1.66","54.192.89.15","TLSv1.2","1222","Application Data"
"2955","228.255059","192.168.1.66","54.192.89.15","TLSv1.2","1226","Application Data"
"2956","228.257639","192.168.1.66","54.192.89.15","TLSv1.2","1209","Application Data"
"2957","228.297009","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=4598 Ack=227847 Win=65536 Len=0"
"2958","228.297114","192.168.1.66","54.192.89.15","TCP","54","26740  >  443 [ACK] Seq=18424 Ack=875321 Win=64512 Len=0"
"2959","228.301840","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=4598 Ack=230767 Win=65536 Len=0"
"2960","228.345769","192.168.1.66","54.192.89.15","TCP","54","26772  >  443 [ACK] Seq=4598 Ack=232221 Win=64000 Len=0"
"2961","228.415444","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=690662 Win=65536 Len=0"
"2962","228.421216","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=693582 Win=65536 Len=0"
"2963","228.427172","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=696502 Win=65536 Len=0"
"2964","228.433065","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=699422 Win=65536 Len=0"
"2965","228.441021","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=702342 Win=65536 Len=0"
"2966","228.446994","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=705262 Win=65536 Len=0"
"2967","228.452554","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=708182 Win=65536 Len=0"
"2968","228.458636","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=711102 Win=65536 Len=0"
"2969","228.500634","192.168.1.66","54.192.89.15","TCP","54","26736  >  443 [ACK] Seq=16558 Ack=711362 Win=65280 Len=0"
"2970","228.508969","192.168.1.66","54.192.89.15","TLSv1.2","642","Application Data"
"2971","228.564248","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=35831 Win=65536 Len=0"
"2972","228.573879","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=38751 Win=65536 Len=0"
"2973","228.589852","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=41671 Win=65536 Len=0"
"2974","228.595477","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=44591 Win=65536 Len=0"
"2975","228.605291","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=47511 Win=65536 Len=0"
"2976","228.616683","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=50431 Win=65536 Len=0"
"2977","228.627948","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=53351 Win=65536 Len=0"
"2978","228.636936","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=56271 Win=65536 Len=0"
"2979","228.643892","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=59191 Win=65536 Len=0"
"2980","228.686752","192.168.1.66","54.192.89.15","TCP","54","26778  >  443 [ACK] Seq=1833 Ack=59689 Win=65024 Len=0"
"2981","228.797830","192.168.1.66","172.217.1.42","TCP","55","[TCP Keep-Alive] 26706  >  443 [ACK] Seq=773 Ack=6021 Win=66048 Len=1"
"2982","228.797831","192.168.1.66","172.217.1.35","TCP","55","[TCP Keep-Alive] 26707  >  443 [ACK] Seq=789 Ack=4559 Win=65536 Len=1"
"2983","228.906873","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=31812 Ack=40914 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2984","228.906875","192.168.1.66","52.85.236.243","TCP","1514","26747  >  443 [ACK] Seq=33272 Ack=40914 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"2985","228.906875","192.168.1.66","52.85.236.243","TLSv1.2","86","Application Data"
"2986","228.908483","192.168.1.66","72.21.207.136","TCP","1514","26734  >  443 [ACK] Seq=70280 Ack=8800 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
